ProtID	GeneXL	GeneXLok	HumanID	HumanName
A0A1L8HS68	fancg.S	fancg.S	2189	FANCG
A0A1L8HSH0	ptpre.L	ptpre.L	5791	PTPRE
A0A1L8HSN8	pced1a.L	pced1a.L	64773	PCED1A
A0A1L8HSN9	pradc1.L	pradc1.L	84279	PRADC1
A0A1L8HSP0	cyp26b1.L	cyp26b1.L	56603	CYP26B1
A0A1L8HSP3	cct7.L	cct7.L	10574	CCT7
A0A1L8HSQ1	alms1.L	alms1.L	7840	ALMS1
A0A1L8HSQ9	rab11fip5.L	rab11fip5.L	26056	RAB11FIP5
A0A1L8HSY0	krcc1.L	krcc1.L	51315	KRCC1
A0A1L8HT19	nelfa.L	nelfa.L	7469	NELFA
A0A1L8HT59	immt.L	immt.L	10989	IMMT
A0A1L8HT72	acox3.L	acox3.L	8310	ACOX3
A0A1L8HT85	nsd2.L	nsd2.L	7468	NSD2
A0A1L8HTE7	lyar.L	lyar.L	55646	LYAR
A0A1L8HTH1	anapc4.L	anapc4.L	29945	ANAPC4
A0A1L8HTJ2	bst1.L	bst1.L	683	BST1
A0A1L8HTJ6	rfc1.L	rfc1.L	5981	RFC1
A0A1L8HTK2	stx18.L	stx18.L	53407	STX18
A0A1L8HTL0	ugdh.L	ugdh.L	7358	UGDH
A0A1L8HTL5	pgm2l1.L	pgm2l1.L	283209	PGM2L1
A0A1L8HTM3	wdr19.L	wdr19.L	57728	WDR19
A0A1L8HTM8	slc30a9.L	slc30a9.L	10463	SLC30A9
A0A1L8HTN4	atp8a1.L	atp8a1.L	10396	ATP8A1
A0A1L8HTP1	lap3.L	lap3.L	51056	LAP3
A0A1L8HTP7	n4bp2.L	n4bp2.L	55728	N4BP2
A0A1L8HTP8	fam114a1.L	fam114a1.L	92689	FAM114A1
A0A1L8HTQ5	uchl1.L	uchl1.L	7345	UCHL1
A0A1L8HTQ6	scfd2.L	scfd2.L	152579	SCFD2
A0A1L8HTS0	slain2.L	slain2.L	57606	SLAIN2
A0A1L8HTT3	paics.1.L	paics.1.L	10606	PAICS
A0A1L8HTT5	zar1.L	zar1.L	326340	ZAR1
A0A1L8HU11	cenpu.L	cenpu.L	79682	CENPU
A0A1L8HU14	frg1.L	frg1.L	2483	FRG1
A0A1L8HU26	cep135.L	cep135.L	9662	CEP135
A0A1L8HU38	snx25.L	snx25.L	83891	SNX25
A0A1L8HU43	vps37a.L	vps37a.L	137492	VPS37A
A0A1L8HU70	cbr4.L	cbr4.L	84869	CBR4
A0A1L8HU76	rbm46.L	rbm46.L	166863	RBM46
A0A1L8HU96	fga.L	fga.L	2243	FGA
A0A1L8HUC6	arfip1.L	arfip1.L	27236	ARFIP1
A0A1L8HUH6	gatb.L	gatb.L	5188	GATB
A0A1L8HUJ1	naa16.L	naa16.L	79612	NAA16
A0A1L8HUP6	bbs7.L	bbs7.L	55212	BBS7
A0A1L8HUP8	abce1.L	abce1.L	6059	ABCE1
A0A1L8HUR0	sec24b.L	sec24b.L	10427	SEC24B
A0A1L8HUS9	sclt1.L	sclt1.L	132320	SCLT1
A0A1L8HUU1	spata5.L	spata5.L	166378	SPATA5
A0A1L8HUU4	larp7.L	larp7.L	51574	LARP7
A0A1L8HUV5	jade1.L	jade1.L	79960	JADE1
A0A1L8HUW1	LOC108710251	zgrf1.S	55345	ZGRF1
A0A1L8HUY0	sec24d.L	sec24d.L	9871	SEC24D
A0A1L8HUY9	gar1.L	gar1.L	54433	GAR1
A0A1L8HV01	cenpe.L	cenpe.L	1062	CENPE
A0A1L8HV12	dnajb14.L	dnajb14.L	79982	DNAJB14
A0A1L8HV39	ppp3ca.L	ppp3ca.L	5530	PPP3CA
A0A1L8HV41	dpy19l1.L	dpy19l1.L	23333	DPY19L1
A0A1L8HV92	uso1.L	uso1.L	8615	USO1
A0A1L8HVH4	mrpl1.L	mrpl1.L	65008	MRPL1
A0A1L8HVJ9	pkd2.L	pkd2.L	5311	PKD2
A0A1L8HVK9	hnrnpd.L	hnrnpd.L	3184	HNRNPD
A0A1L8HVR5	aff1.L	aff1.L	4299	AFF1
A0A1L8HW21	apba3.L	apba3.L	9546	APBA3
A0A1L8HW32	hnrnpm.L	hnrnpm.L	4670	HNRNPM
A0A1L8HW42	cactin.L	cactin.L	58509	CACTIN
A0A1L8HW59	aptx.L	aptx.L	54840	APTX
A0A1L8HWA9	wrn.L	wrn.L	7486	WRN
A0A1L8HWB1	rexo1.L	rexo1.L	57455	REXO1
A0A1L8HWB4	mydgf.L	mydgf.L	56005	MYDGF
A0A1L8HWD3	mex3d.L	mex3d.L	399664	MEX3D
A0A1L8HWD7	ints10.L	ints10.L	55174	INTS10
A0A1L8HWI9	pwwp3a.L	pwwp3a.L	84939	PWWP3A
A0A1L8HWK3	ndufa11.L	ndufa11.L	126328	NDUFA11
A0A1L8HWL5	ndufa7.L	ndufa7.L	4701	NDUFA7
A0A1L8HWQ3	smu1.L	smu1.L	55234	SMU1
A0A1L8HWU3	ap3d1.L	ap3d1.L	8943	AP3D1
A0A1L8HWX4	safb.L	safb.L	6294	SAFB
A0A1L8HX96	clta.L	clta.L	1211	CLTA
A0A1L8HXB6	lonp1.L	lonp1.L	9361	LONP1
A0A1L8HXB7	slc25a51.L	slc25a51.L	92014	SLC25A51
A0A1L8HXI3	armc6.L	armc6.L	93436	ARMC6
A0A1L8HXN5	gne.L	gne.L	10020	GNE
A0A1L8HXP4	cope.L	cope.L	11316	COPE
A0A1L8HXS9	ndufb6.L	ndufb6.L	4712	NDUFB6
A0A1L8HXV3	dennd4c.L	dennd4c.L	55667	DENND4C
A0A1L8HXX7	snx30.L	snx30.L	401548	SNX30
A0A1L8HXY5	mtap.L	mtap.L	4507	MTAP
A0A1L8HY57	plgrkt.L	plgrkt.L	55848	PLGRKT
A0A1L8HY75	pum3.L	pum3.L	9933	PUM3
A0A1L8HYD6	golm1.L	golm1.L	51280	GOLM1
A0A1L8HYF1	idnk.L	idnk.L	414328	IDNK
A0A1L8HYF6	cep78.L	cep78.L	84131	CEP78
A0A1L8HYI1	fancc.L	fancc.L	2176	FANCC
A0A1L8HYI8	znf462.L	znf462.L	58499	ZNF462
A0A1L8HYI9	sema4d.L	sema4d.L	10507	SEMA4D
A0A1L8HYJ0	isca1.L	isca1.L	81689	ISCA1
A0A1L8HYN0	ipo4.L	ipo4.L	79711	IPO4
A0A1L8HYP5	rnf212b.L	rnf212b.L	100507650	RNF212B
A0A1L8HYQ8	oxa1l.L	oxa1l.L	5018	OXA1L
A0A1L8HYR0	rec8.L	rec8.L	9985	REC8
A0A1L8HYS0	homez.L	homez.L	57594	HOMEZ
A0A1L8HYS3	kank1.L	kank1.L	23189	KANK1
A0A1L8HYU0	psmb5.L	psmb5.L	5693	PSMB5
A0A1L8HYU4	acin1.L	acin1.L	22985	ACIN1
A0A1L8HYZ6	tm9sf1.L	tm9sf1.L	10548	TM9SF1
A0A1L8HZ12	tut7.L	tut7.L	79670	TUT7
A0A1L8HZ67	dad1.L	dad1.L	1603	DAD1
A0A1L8HZH1	supt16h.L	supt16h.L	11198	SUPT16H
A0A1L8HZH9	pnp.L	pnp.L	4860	PNP
A0A1L8HZJ4	lpcat4.L	lpcat4.L	254531	LPCAT4
A0A1L8HZJ5	adcy4.L	adcy4.L	196883	ADCY4
A0A1L8HZJ7	rab2b.L	rab2b.L	84932	RAB2B
A0A1L8HZJ8	ccnb1ip1.L	ccnb1ip1.L	57820	CCNB1IP1
A0A1L8HZL0	slc12a4.L	slc12a4.L	6560	SLC12A4
A0A1L8HZM9	dnaja4.1.L	dnaja4.1.L	55466	DNAJA4
A0A1L8HZP3	pole.L	pole.L	5426	POLE
A0A1L8HZP5	tep1.L	tep1.L	7011	TEP1
A0A1L8HZS9	iqcd.L	iqcd.L	115811	IQCD
A0A1L8HZV9	plbd2.L	plbd2.L	196463	PLBD2
A0A1L8HZW2	sart3.L	sart3.L	9733	SART3
A0A1L8HZW6	rhbdd3.L	rhbdd3.L	25807	RHBDD3
A0A1L8HZX3	LOC108715603	acacb.S	32	ACACB
A0A1L8HZY6	coro1c.L	coro1c.L	23603	CORO1C
A0A1L8HZZ7	dao.L	dao.L	1610	DAO
A0A1L8I062	rplp0.L	rplp0.L	6175	RPLP0
A0A1L8I066	gcn1.L	gcn1.L	10985	GCN1
A0A1L8I0A3	rsph14.L	rsph14.L	27156	RSPH14
A0A1L8I0E8	ap1b1.L	ap1b1.L	162	AP1B1
A0A1L8I0F0	cabin1.L	cabin1.L	23523	CABIN1
A0A1L8I0F5	rab36.L	rab36.L	9609	RAB36
A0A1L8I0I9	srsf9.L	srsf9.L	8683	SRSF9
A0A1L8I0J8	pi4ka.L	pi4ka.L	5297	PI4KA
A0A1L8I0N8	klhl22.L	klhl22.L	84861	KLHL22
A0A1L8I0Q0	tpst2.L	tpst2.L	8459	TPST2
A0A1L8I0Q7	smarcb1.L	smarcb1.L	6598	SMARCB1
A0A1L8I0R3	sfswap.L	sfswap.L	6433	SFSWAP
A0A1L8I0U6	scarb1.L	scarb1.L	949	SCARB1
A0A1L8I0U8	LOC108716375	piwil1.S	9271	PIWIL1
A0A1L8I0W2	mapk1.L	mapk1.L	5594	MAPK1
A0A1L8I0W5	rflna.L	rflna.L	144347	RFLNA
A0A1L8I0X3	prr14l.L	prr14l.L	253143	PRR14L
A0A1L8I0Z0	zcchc8.L	zcchc8.L	55596	ZCCHC8
A0A1L8I117	abcb9.L	abcb9.L	23457	ABCB9
A0A1L8I137	ift81.L	ift81.L	28981	IFT81
A0A1L8I155	cfap251.L	cfap251.L	144406	CFAP251
A0A1L8I166	hectd4.L	hectd4.L	283450	HECTD4
A0A1L8I190	kntc1.L	kntc1.L	9735	KNTC1
A0A1L8I1A3	ankle2.L	ankle2.L	23141	ANKLE2
A0A1L8I1A6	LOC108716941	trafd1.L	10906	TRAFD1
A0A1L8I1F1	ppic.L	ppic.L	5480	PPIC
A0A1L8I1I1	slc12a2.L	slc12a2.L	6558	SLC12A2
A0A1L8I1I6	gtf2h3.L	gtf2h3.L	2967	GTF2H3
A0A1L8I1K0	man2a1.L	man2a1.L	4124	MAN2A1
A0A1L8I1M5	pja2.L	pja2.L	9867	PJA2
A0A1L8I1P0	apc.L	apc.L	324	APC
A0A1L8I1Q4	cep120.L	cep120.L	153241	CEP120
A0A1L8I1Q7	polr3g.L	polr3g.L	10622	POLR3G
A0A1L8I1R9	slf1.L	slf1.L	84250	SLF1
A0A1L8I1T9	ell2.L	ell2.L	22936	ELL2
A0A1L8I1V2	zfyve16.L	zfyve16.L	9765	ZFYVE16
A0A1L8I1W4	rpl6.L	rpl6.L	6128	RPL6
A0A1L8I1Z7	hexb.L	hexb.L	3074	HEXB
A0A1L8I203	iqgap2.L	iqgap2.L	10788	IQGAP2
A0A1L8I211	jmy.L	jmy.L	133746	JMY
A0A1L8I246	trim23.L	trim23.L	373	TRIM23
A0A1L8I256	nln.L	nln.L	57486	NLN
A0A1L8I257	marveld2.L	marveld2.L	153562	MARVELD2
A0A1L8I262	scamp1.L	scamp1.L	9522	SCAMP1
A0A1L8I289	ythdc2.L	ythdc2.L	64848	YTHDC2
A0A1L8I298	fam169a.L	fam169a.L	26049	FAM169A
A0A1L8I2D9	rab3c.L	rab3c.L	115827	RAB3C
A0A1L8I2G3	LOC108717391	fam172a.S	83989	FAM172A
A0A1L8I2G4	paip1.L	paip1.L	10605	PAIP1
A0A1L8I2G6	cplane1.L	cplane1.L	65250	CPLANE1
A0A1L8I2M5	mtrex.L	mtrex.L	23517	MTREX
A0A1L8I2Q0	lman1.L	lman1.L	3998	LMAN1
A0A1L8I2U3	eef2.2.L	eef2.2.L	1938	EEF2
A0A1L8I2W9	katnal2.L	katnal2.L	83473	KATNAL2
A0A1L8I2Y5	LOC108718789	kif27.S	55582	KIF27
A0A1L8I309	kif24.L	kif24.L	347240	KIF24
A0A1L8I314	mtarc1.L	mtarc1.L	64757	MTARC1
A0A1L8I332	me2.L	me2.L	4200	ME2
A0A1L8I343	vwa5a.2.L	vwa5a.2.L	4013	VWA5A
A0A1L8I3C5	pdzd2.L	pdzd2.L	23037	PDZD2
A0A1L8I3C7	dnai1.L	dnai1.L	27019	DNAI1
A0A310TND0	cep295.S	cep295.S	85459	CEP295
A0A310TP45	matr3.L	matr3.L	9782	MATR3
A0A310TQ27	gba2.S	gba2.S	57704	GBA2
A0A310TQF6	hint2.S	hint2.S	84681	HINT2
A0A310TRB4	fuca1.S	fuca1.S	2517	FUCA1
A0A310TRG4	rps19.S	rps19.S	6223	RPS19
A0A310TRI6	cnnm2.L	cnnm2.L	54805	CNNM2
A0A310U282	wdr3.S	wdr3.S	10885	WDR3
A0A310U4K0	afg3l2.L	afg3l2.L	10939	AFG3L2
A0A310U562	myorg.S	myorg.S	57462	MYORG
A0A310U5C2	kmt2a.S	kmt2a.S	4297	KMT2A
A0A310U7X6	smarca5.L	smarca5.L	8467	SMARCA5
A0A310U8H2	abcd1.L	abcd1.L	215	ABCD1
A0A310U8H4	srsf10.L	srsf10.L	10772	SRSF10
A0A310U9V8	pura.L	pura.L	5813	PURA
A0A310UAH6	ccdc50.S	ccdc50.S	152137	CCDC50
A0A310UBP8	ddx6.S	ddx6.S	1656	DDX6
A0A310UEW4	as3mt.1.L	as3mt.1.L	57412	AS3MT
A0A8J0PNL7	selenot.S	selenot.S	51714	SELENOT
A0A8J0PNS0	ccdc6.S	ccdc6.S	8030	CCDC6
A0A8J0PQV5	abhd16a.S	abhd16a.S	7920	ABHD16A
A0A8J0PR82	lman1.S	lman1.S	3998	LMAN1
A0A8J0PSM6	rcbtb1.L	rcbtb1.L	55213	RCBTB1
A0A8J0PSM9	hnrnpu.L	hnrnpu.L	3192	HNRNPU
A0A8J0PUH7	pcbd2.L	pcbd2.L	84105	PCBD2
A0A8J0PUU2	rcbtb1.S	rcbtb1.S	55213	RCBTB1
A0A8J0PUZ6	kazn.S	kazn.S	23254	KAZN
A0A8J0PWA4	matr3.S	matr3.S	9782	MATR3
A0A8J0PWW3	rtca.L	rtca.L	8634	RTCA
A0A8J0PX21	pdpk1.L	pdpk1.L	5170	PDPK1
A0A8J0PY72	aar2.L	aar2.L	25980	AAR2
A0A8J0PYE6	txnrd3.L	txnrd3.L	114112	TXNRD3
A0A8J0PYJ7	xxylt1.S	xxylt1.S	152002	XXYLT1
A0A8J0PZ67	pi4ka.S	pi4ka.S	5297	PI4KA
A0A8J0Q006	atp5mf.S	atp5mf.S	9551	ATP5MF
A0A8J0Q045	supt3h.L	supt3h.L	8464	SUPT3H
A0A8J0Q0J7	gemin2.S	gemin2.S	8487	GEMIN2
A0A8J0Q0Y8	nedd1.L	nedd1.L	121441	NEDD1
A0A8J0Q1W8	sap18.S	sap18.S	10284	SAP18
A0A8J0Q217	gsr.L	gsr.L	2936	GSR
A0A8J0Q2C0	cebpz.L	cebpz.L	10153	CEBPZ
A0A8J0Q2N9	trappc2l.L	trappc2l.L	51693	TRAPPC2L
A0A8J0Q369	smtn.S	smtn.S	6525	SMTN
A0A8J0Q3V1	gpx1.L	gpx1.L	2876	GPX1
A0A8J0Q454	esco2.S	esco2.S	157570	ESCO2
A0A8J0Q499	zbtb17.S	zbtb17.S	7709	ZBTB17
A0A8J0Q5Z8	mrpl38.L	mrpl38.L	64978	MRPL38
A0A8J0Q7F8	wdr36.L	wdr36.L	134430	WDR36
A0A8J0QAI4	zfp36l2.2.L	zfp36l2.2.L	678	ZFP36L2
A0A8J0QCR2	grsf1.S	grsf1.S	2926	GRSF1
A0A8J0QDG6	khsrp.L	khsrp.L	8570	KHSRP
A0A8J0QDM7	gpx4.L	gpx4.L	2879	GPX4
A0A8J0QET0	ppif.L	ppif.L	10105	PPIF
A0A8J0QGB9	selenon.L	selenon.L	57190	SELENON
A0A8J0QGU6	ppan.L	ppan.L	56342	PPAN
A0A8J0QH08	selenof.S	selenof.S	9403	SELENOF
A0A8J0QH16	selenoo.L	selenoo.L	83642	SELENOO
A0A8J0QHC8	odf2.L	odf2.L	4957	ODF2
A0A8J0QHK4	selenok.L	selenok.L	58515	SELENOK
A0A8J0SY57	virma.S	virma.S	25962	VIRMA
A0A8J0SYA8	taf2.S	taf2.S	6873	TAF2
A0A8J0T1K1	osbp.L	osbp.L	5007	OSBP
A0A8J0T1P2	casz1.L	casz1.L	54897	CASZ1
A0A8J0T448	fbl.L	fbl.L	2091	FBL
A0A8J0T4C5	rere.S	rere.S	473	RERE
A0A8J0T4P2	usp5.S	usp5.S	8078	USP5
A0A8J0T4Y9	st14.S	st14.S	6768	ST14
A0A8J0T501	mlf2.S	mlf2.S	8079	MLF2
A0A8J0T515	spag1.S	spag1.S	6674	SPAG1
A0A8J0T5C3	LOC108697307	vti1a.S	143187	VTI1A
A0A8J0T5D7	eppk1.S	eppk1.S	83481	EPPK1
A0A8J0T5E5	tial1.S	tial1.S	7073	TIAL1
A0A8J0T5H9	LOC108697348	chd4.S	1108	CHD4
A0A8J0T5U5	chd4.L	chd4.L	1108	CHD4
A0A8J0T5X0	rrp12.S	rrp12.S	23223	RRP12
A0A8J0T698	phb2.L	phb2.L	11331	PHB2
A0A8J0T6A2	osbp.S	osbp.S	5007	OSBP
A0A8J0T6B8	tubgcp2.L	tubgcp2.L	10844	TUBGCP2
A0A8J0T6C3	kif18b.L	kif18b.L	146909	KIF18B
A0A8J0T6G3	stt3a.S	stt3a.S	3703	STT3A
A0A8J0T6V9	rock1.S	rock1.S	6093	ROCK1
A0A8J0T6X7	letm1.L	letm1.L	3954	LETM1
A0A8J0T7G9	ppp6r1.S	ppp6r1.S	22870	PPP6R1
A0A8J0T838	tardbp.L	tardbp.L	23435	TARDBP
A0A8J0T8A1	pex14.L	pex14.L	5195	PEX14
A0A8J0T8A3	nucb1.L	nucb1.L	4924	NUCB1
A0A8J0T8H1	ppp2r3c.L	ppp2r3c.L	55012	PPP2R3C
A0A8J0T8J4	actn1.L	actn1.L	87	ACTN1
A0A8J0T8K0	jrk.S	jrk.S	8629	JRK
A0A8J0T8M2	dclre1a.L	dclre1a.L	9937	DCLRE1A
A0A8J0T8P6	rps25.L	rps25.L	6230	RPS25
A0A8J0T8Q3	LOC108696457	kmt2a.L	4297	KMT2A
A0A8J0T8R9	LOC108696467	cep164.L	22897	CEP164
A0A8J0T8T5	mib2.L	mib2.L	142678	MIB2
A0A8J0T8X8	srfbp1.L	srfbp1.L	153443	SRFBP1
A0A8J0T8Z1	glipr2.L	glipr2.L	152007	GLIPR2
A0A8J0T905	mcmbp.L	mcmbp.L	79892	MCMBP
A0A8J0T954	foxj3.L	foxj3.L	22887	FOXJ3
A0A8J0T973	vps13d.L	vps13d.L	55187	VPS13D
A0A8J0T993	tdrd1.L	tdrd1.L	56165	TDRD1
A0A8J0T9A3	exosc10.L	exosc10.L	5394	EXOSC10
A0A8J0T9B8	mlf2.L	mlf2.L	8079	MLF2
A0A8J0T9I3	LOC108696670	ppp1r12c.L	54776	PPP1R12C
A0A8J0T9J6	hnrnph3.L	hnrnph3.L	3189	HNRNPH3
A0A8J0T9N5	ide.L	ide.L	3416	IDE
A0A8J0T9Q4	cfap46.L	cfap46.L	54777	CFAP46
A0A8J0T9S2	btrc.L	btrc.L	8945	BTRC
A0A8J0T9S3	tbc1d17.L	tbc1d17.L	79735	TBC1D17
A0A8J0T9V5	plekha4.L	plekha4.L	57664	PLEKHA4
A0A8J0T9Y2	sec24c.L	sec24c.L	9632	SEC24C
A0A8J0T9Y7	myof.1.L	myof.1.L	26509	MYOF
A0A8J0T9Z8	setx.L	setx.L	23064	SETX
A0A8J0TA18	LOC108698239	scai.L	286205	SCAI
A0A8J0TA43	atp13a2.L	atp13a2.L	23400	ATP13A2
A0A8J0TA64	capzb.L	capzb.L	832	CAPZB
A0A8J0TA96	zfp91.L	zfp91.L	80829	ZFP91
A0A8J0TA97	ing4.L	ing4.L	51147	ING4
A0A8J0TAD5	jmjd1c.L	jmjd1c.L	221037	JMJD1C
A0A8J0TAI7	kdm2a.L	kdm2a.L	22992	KDM2A
A0A8J0TAV8	alg9.L	alg9.L	79796	ALG9
A0A8J0TAV9	brwd3.L	brwd3.L	254065	BRWD3
A0A8J0TB05	mcu.L	mcu.L	90550	MCU
A0A8J0TBA3	dixdc1.L	dixdc1.L	85458	DIXDC1
A0A8J0TBA9	acot7.L	acot7.L	11332	ACOT7
A0A8J0TBB8	sfxn4.L	sfxn4.L	119559	SFXN4
A0A8J0TBC3	zbtb48.L	zbtb48.L	3104	ZBTB48
A0A8J0TBE1	smc3.S	smc3.S	9126	SMC3
A0A8J0TBE7	zswim9.L	zswim9.L	374920	ZSWIM9
A0A8J0TBF6	dhx34.L	dhx34.L	9704	DHX34
A0A8J0TBK1	LOC108696377	jam3.L	83700	JAM3
A0A8J0TBK8	zbtb40.L	zbtb40.L	9923	ZBTB40
A0A8J0TBV2	zc3h14.L	zc3h14.L	79882	ZC3H14
A0A8J0TBX6	LOC108696775	tmem143.L	55260	TMEM143
A0A8J0TC09	syne3.L	syne3.L	161176	SYNE3
A0A8J0TC48	usp48.L	usp48.L	84196	USP48
A0A8J0TC57	LOC108696848	spen.L	23013	SPEN
A0A8J0TCB4	snx19.S	snx19.S	399979	SNX19
A0A8J0TCE1	arhgap32.S	arhgap32.S	9743	ARHGAP32
A0A8J0TCK7	LOC108698890	ktn1.L	3895	KTN1
A0A8J0TCP3	hspg2.L	hspg2.L	3339	HSPG2
A0A8J0TD03	cdk11b.S	cdk11b.S	984	CDK11B
A0A8J0TD14	cnot3.S	cnot3.S	4849	CNOT3
A0A8J0TD69	znf106.L	znf106.L	64397	ZNF106
A0A8J0TDB0	sfxn2.S	sfxn2.S	118980	SFXN2
A0A8J0TDB8	hspa1a.L	hspa1a.L	3303	HSPA1A
A0A8J0TDD3	LOC108696834	eif4g3.L	8672	EIF4G3
A0A8J0TDM4	necap1.S	necap1.S	25977	NECAP1
A0A8J0TDS6	arhgef11.L	arhgef11.L	9826	ARHGEF11
A0A8J0TDU1	aph1a.L	aph1a.L	51107	APH1A
A0A8J0TDX4	emc1.S	emc1.S	23065	EMC1
A0A8J0TE50	ncam1.S	ncam1.S	4684	NCAM1
A0A8J0TE74	tardbp.S	tardbp.S	23435	TARDBP
A0A8J0TE89	ankrd35.L	ankrd35.L	148741	ANKRD35
A0A8J0TE94	clgn.L	clgn.L	1047	CLGN
A0A8J0TEA5	kif20b.S	kif20b.S	9585	KIF20B
A0A8J0TEE2	ddx24.L	ddx24.L	57062	DDX24
A0A8J0TEE8	nek9.L	nek9.L	91754	NEK9
A0A8J0TEI8	clk2.S	clk2.S	1196	CLK2
A0A8J0TEP1	ddrgk1.L	ddrgk1.L	65992	DDRGK1
A0A8J0TEP8	mtx1.S	mtx1.S	4580	MTX1
A0A8J0TEQ2	rpap1.S	rpap1.S	26015	RPAP1
A0A8J0TET8	exosc2.S	exosc2.S	23404	EXOSC2
A0A8J0TEW1	napb.S	napb.S	63908	NAPB
A0A8J0TEW2	micu1.S	micu1.S	10367	MICU1
A0A8J0TF13	jmjd1c.S	jmjd1c.S	221037	JMJD1C
A0A8J0TF26	zfp91.S	zfp91.S	80829	ZFP91
A0A8J0TF55	arhgef1.S	arhgef1.S	9138	ARHGEF1
A0A8J0TF61	nkap.S	nkap.S	79576	NKAP
A0A8J0TF71	strn3.S	strn3.S	29966	STRN3
A0A8J0TF85	pqbp1.L	pqbp1.L	10084	PQBP1
A0A8J0TFD8	zbtb16.S	zbtb16.S	7704	ZBTB16
A0A8J0TFF4	syne2.2.S	syne2.2.S	23224	SYNE2
A0A8J0TFR1	afap1.L	afap1.L	60312	AFAP1
A0A8J0TFS4	zc2hc1c.S	zc2hc1c.S	79696	ZC2HC1C
A0A8J0TFV3	ehmt1.L	ehmt1.L	79813	EHMT1
A0A8J0TG50	tsc1.S	tsc1.S	7248	TSC1
A0A8J0TG65	pomt1.S	pomt1.S	10585	POMT1
A0A8J0TG84	pak4.L	pak4.L	10298	PAK4
A0A8J0TGA0	LOC108697661	utp3.S	57050	UTP3
A0A8J0TGB5	ubr4.S	ubr4.S	23352	UBR4
A0A8J0TGB9	pklr.L	pklr.L	5313	PKLR
A0A8J0TGG5	lrpap1.L	lrpap1.L	4043	LRPAP1
A0A8J0TGK1	atxn3.L	atxn3.L	4287	ATXN3
A0A8J0TGQ9	ddhd1.L	ddhd1.L	80821	DDHD1
A0A8J0TGS4	acsl4.L	acsl4.L	2182	ACSL4
A0A8J0TGS8	fip1l1.L	fip1l1.L	81608	FIP1L1
A0A8J0TH49	LOC108697889	fcgbp.S	8857	FCGBP
A0A8J0TH80	papola.L	papola.L	10914	PAPOLA
A0A8J0THA0	slc39a7.S	slc39a7.S	7922	SLC39A7
A0A8J0THC7	krtcap2.L	krtcap2.L	200185	KRTCAP2
A0A8J0THH7	fkbp15.L	fkbp15.L	23307	FKBP15
A0A8J0THL1	eif3k.S	eif3k.S	27335	EIF3K
A0A8J0THR6	bicra.L	bicra.L	29998	BICRA
A0A8J0THU8	kif14l.L	kif14l.L	9928	KIF14
A0A8J0THW0	gstz1.L	gstz1.L	2954	GSTZ1
A0A8J0THX6	gapvd1.L	gapvd1.L	26130	GAPVD1
A0A8J0THZ7	clk2.L	clk2.L	1196	CLK2
A0A8J0TI08	galc.L	galc.L	2581	GALC
A0A8J0TI13	rbm47.L	rbm47.L	54502	RBM47
A0A8J0TI90	napa.L	napa.L	8775	NAPA
A0A8J0TIB3	rpl12.L	rpl12.L	6136	RPL12
A0A8J0TIC0	sytl4.L	sytl4.L	94121	SYTL4
A0A8J0TIC5	copa.L	copa.L	1314	COPA
A0A8J0TIE0	snx6.L	snx6.L	58533	SNX6
A0A8J0TIE7	hsp90aa1.1.L	hsp90aa1.1.L	3320	HSP90AA1
A0A8J0TII8	ankrd42.L	ankrd42.L	338699	ANKRD42
A0A8J0TIL3	exoc7.L	exoc7.L	23265	EXOC7
A0A8J0TIL5	ogt.L	ogt.L	8473	OGT
A0A8J0TIL6	LOC108698815	syne2.L	23224	SYNE2
A0A8J0TIL7	mtmr1.L	mtmr1.L	8776	MTMR1
A0A8J0TIL9	tsc1.L	tsc1.L	7248	TSC1
A0A8J0TIW2	ndufs1.L	ndufs1.L	4719	NDUFS1
A0A8J0TIW6	sec16a.L	sec16a.L	9919	SEC16A
A0A8J0TIY0	ercc2.L	ercc2.L	2068	ERCC2
A0A8J0TJ02	paics.2.L	paics.2.L	10606	PAICS
A0A8J0TJ65	mdc1.L	mdc1.L	9656	MDC1
A0A8J0TJ87	ccnyl1.L	ccnyl1.L	151195	CCNYL1
A0A8J0TJC3	rrn3.L	rrn3.L	54700	RRN3
A0A8J0TJJ4	dlst.L	dlst.L	1743	DLST
A0A8J0TJM0	cep128.L	cep128.L	145508	CEP128
A0A8J0TJR3	dkc1.L	dkc1.L	1736	DKC1
A0A8J0TJT7	adarb1.L	adarb1.L	104	ADARB1
A0A8J0TJX1	ehmt2.L	ehmt2.L	10919	EHMT2
A0A8J0TJX2	med12.L	med12.L	9968	MED12
A0A8J0TK12	wdr20.L	wdr20.L	91833	WDR20
A0A8J0TK53	inf2.L	inf2.L	64423	INF2
A0A8J0TK56	cep170b.L	cep170b.L	283638	CEP170B
A0A8J0TKB3	neil3.L	neil3.L	55247	NEIL3
A0A8J0TKD3	angel1.L	angel1.L	23357	ANGEL1
A0A8J0TKF2	snw1.L	snw1.L	22938	SNW1
A0A8J0TKH7	efcab11.L	efcab11.L	90141	EFCAB11
A0A8J0TKK6	zfp64.L	zfp64.L	55734	ZFP64
A0A8J0TKT2	ubr1.L	ubr1.L	197131	UBR1
A0A8J0TKT6	ttbk2.L	ttbk2.L	146057	TTBK2
A0A8J0TKV5	sipa1l1.L	sipa1l1.L	26037	SIPA1L1
